"name","year","team","games","games_started","minutes_played","field_goals","field_goal_attempts","three_point","three_point_attempts","rebounds","assists","steals","blocks","points"
"Thomas Robinson","2014","POR","70","0","873","141","293","0","1","307","34","23","20","339"
"Rajon Rondo","2014","BOS","30","30","998","141","350","26","90","164","294","40","2","350"
"Derrick Rose","2014","CHI","10","10","311","58","164","16","47","32","43","5","1","159"
"Terrence Ross","2014","TOR","81","62","2159","318","751","161","408","252","79","64","27","879"
"Ricky Rubio","2014","MIN","82","82","2638","255","670","44","133","342","704","191","11","781"
"Brandon Rush","2014","UTA","38","0","418","30","90","16","47","44","24","5","9","79"
"Robert Sacre","2014","LAL","65","13","1089","143","300","0","0","254","51","24","47","350"
"John Salmons","2014","TOT","78","8","1726","150","413","63","163","163","147","47","19","403"
"John Salmons","2014","SAC","18","8","445","41","117","16","42","46","44","12","8","105"
"John Salmons","2014","TOR","60","0","1281","109","296","47","121","117","103","35","11","298"
"Larry Sanders","2014","MIL","23","20","584","76","162","0","1","165","19","18","40","178"
"Dennis Schroder","2014","ATL","49","0","641","72","188","10","42","60","93","17","0","183"
"Luis Scola","2014","IND","82","2","1399","263","560","1","7","391","81","26","16","626"
"Mike Scott","2014","ATL","80","6","1482","301","628","62","200","284","75","30","7","767"
"Thabo Sefolosha","2014","OKC","61","61","1584","141","340","48","152","220","94","79","17","383"
"Kevin Seraphin","2014","WAS","53","1","578","111","220","0","0","128","17","3","26","249"
"Ramon Sessions","2014","TOT","83","19","2214","330","769","35","124","203","340","49","9","1021"
"Ramon Sessions","2014","CHA","55","7","1305","190","465","15","68","117","206","33","6","578"
"Ramon Sessions","2014","MIL","28","12","909","140","304","20","56","86","134","16","3","443"
"Mustafa Shakur","2014","OKC","3","0","11","0","3","0","1","0","4","0","0","1"
"Tornike Shengelia","2014","TOT","26","0","154","13","28","0","6","16","14","3","1","29"
"Tornike Shengelia","2014","BRK","17","0","137","11","24","0","6","14","12","2","1","25"
"Tornike Shengelia","2014","CHI","9","0","17","2","4","0","0","2","2","1","0","4"
"Iman Shumpert","2014","NYK","74","58","1962","183","484","76","228","308","129","92","13","495"
"Alexey Shved","2014","MIN","63","0","664","76","237","30","102","81","68","26","16","250"
"Henry Sims","2014","TOT","46","25","875","130","274","0","1","237","52","28","20","350"
"Henry Sims","2014","CLE","20","0","168","18","45","0","0","56","5","5","7","44"
"Henry Sims","2014","PHI","26","25","707","112","229","0","1","181","47","23","13","306"
"Kyle Singler","2014","DET","82","36","2337","269","602","94","246","303","75","61","38","784"
"Chris Singleton","2014","WAS","25","0","250","25","67","7","19","55","6","9","3","75"
"Peyton Siva","2014","DET","24","0","224","18","57","7","25","14","34","9","1","54"
"Donald Sloan","2014","IND","48","1","392","44","117","10","42","44","50","10","1","110"
"Chris Smith","2014","NYK","2","0","2","0","0","0","0","0","0","0","0","0"
"Greg Smith","2014","HOU","11","0","100","18","28","0","0","27","0","1","2","38"
"Ish Smith","2014","PHO","70","1","1006","119","281","1","23","129","179","49","13","261"
"J.R. Smith","2014","NYK","74","37","2421","396","955","189","480","296","219","65","20","1071"
"Jason Smith","2014","NOP","31","27","830","131","282","0","0","181","29","11","29","301"
"Josh Smith","2014","DET","77","76","2730","517","1233","70","265","520","252","105","110","1264"
"Tony Snell","2014","CHI","77","12","1231","129","336","57","178","124","68","29","15","346"
"James Southerland","2014","TOT","4","0","30","5","15","3","6","8","0","1","2","14"
"James Southerland","2014","CHA","1","0","3","0","3","0","1","0","0","0","0","0"
"James Southerland","2014","NOP","3","0","27","5","12","3","5","8","0","1","2","14"
"Marreese Speights","2014","GSW","79","3","982","195","442","8","31","290","32","10","34","508"
"Tiago Splitter","2014","SAS","59","50","1271","181","346","0","3","363","90","29","31","483"
"D.J. Stephens","2014","MIL","3","0","15","3","7","0","0","5","0","0","0","7"
"Lance Stephenson","2014","IND","78","78","2752","427","870","86","244","558","359","54","7","1080"
"Greg Stiemsma","2014","NOP","55","20","1007","70","122","0","1","226","36","35","57","159"
"Julyan Stone","2014","TOR","21","0","120","7","17","2","8","20","12","3","0","18"
"Amare Stoudemire","2014","NYK","65","21","1466","311","558","0","0","320","34","23","37","772"
"Rodney Stuckey","2014","DET","73","5","1950","372","853","24","88","169","152","54","10","1012"
"Jared Sullinger","2014","BOS","74","44","2041","384","899","56","208","601","118","35","49","982"
"Jeffery Taylor","2014","CHA","26","8","629","82","218","18","67","60","22","13","5","208"
"Tyshawn Taylor","2014","BRK","23","3","270","31","91","3","12","15","36","12","1","89"
"Jeff Teague","2014","ATL","79","79","2542","456","1040","74","225","208","528","89","17","1304"
"Marquis Teague","2014","TOT","40","3","443","38","119","5","18","40","58","10","5","107"
"Marquis Teague","2014","CHI","19","2","242","16","66","2","10","19","28","2","4","45"
"Marquis Teague","2014","BRK","21","1","201","22","53","3","8","21","30","8","1","62"
"Mirza Teletovic","2014","BRK","72","7","1396","221","529","136","349","266","57","29","23","622"
"Garrett Temple","2014","WAS","75","0","638","51","141","6","29","68","72","35","11","138"
"Jason Terry","2014","BRK","35","0","570","55","152","39","103","37","56","13","0","159"
"Hasheem Thabeet","2014","OKC","23","0","192","13","23","0","0","40","1","4","9","27"
"Adonis Thomas","2014","TOT","6","1","37","6","14","1","5","3","3","0","0","14"
"Adonis Thomas","2014","ORL","4","0","24","3","9","0","3","3","2","0","0","7"
"Adonis Thomas","2014","PHI","2","1","13","3","5","1","2","0","1","0","0","7"
"Isaiah Thomas","2014","SAC","72","54","2497","496","1096","127","364","210","454","93","8","1465"
"Lance Thomas","2014","NOP","5","0","42","2","9","0","0","7","3","0","0","6"
"Malcolm Thomas","2014","TOT","8","0","63","7","16","1","4","21","2","0","3","15"
"Malcolm Thomas","2014","SAS","1","0","15","1","4","0","0","9","0","0","2","2"
"Malcolm Thomas","2014","UTA","7","0","48","6","12","1","4","12","2","0","1","13"
"Hollis Thompson","2014","PHI","77","41","1742","171","372","67","167","247","73","53","12","461"
"Jason Thompson","2014","SAC","82","61","2007","251","496","0","0","527","53","32","56","586"
"Klay Thompson","2014","GSW","81","81","2868","559","1259","223","535","249","181","74","37","1488"
"Tristan Thompson","2014","CLE","82","82","2594","363","761","0","1","754","72","42","35","961"
"Marcus Thornton","2014","TOT","72","27","1741","252","639","109","316","198","77","58","11","703"
"Marcus Thornton","2014","SAC","46","26","1121","142","373","57","179","124","47","31","8","383"
"Marcus Thornton","2014","BRK","26","1","620","110","266","52","137","74","30","27","3","320"
"Jamaal Tinsley","2014","UTA","8","5","110","4","20","1","15","11","23","2","0","9"
"Anthony Tolliver","2014","CHA","64","9","1298","129","307","102","247","168","42","19","15","393"
"P.J. Tucker","2014","PHO","81","81","2490","265","615","74","191","529","141","110","23","760"
"Ronny Turiaf","2014","MIN","31","10","606","64","107","0","0","174","24","8","50","149"
"Hedo Turkoglu","2014","LAC","38","0","392","42","109","22","50","89","33","19","10","115"
"Evan Turner","2014","TOT","81","56","2457","434","1021","50","156","408","262","67","7","1131"
"Evan Turner","2014","PHI","54","54","1886","356","831","38","132","322","198","56","5","939"
"Evan Turner","2014","IND","27","2","571","78","190","12","24","86","64","11","2","192"
"Jeremy Tyler","2014","NYK","41","0","398","60","116","0","0","109","8","6","20","146"
"Ekpe Udoh","2014","MIL","42","14","804","57","143","0","0","148","31","15","44","144"
"Beno Udrih","2014","TOT","41","12","643","78","178","19","42","59","116","23","4","200"
"Beno Udrih","2014","NYK","31","12","588","68","160","17","40","57","110","22","3","173"
"Beno Udrih","2014","MEM","10","0","55","10","18","2","2","2","6","1","1","27"
"Jonas Valanciunas","2014","TOR","81","81","2282","359","676","0","1","714","57","24","71","916"
"Anderson Varejao","2014","CLE","65","29","1800","227","459","0","7","629","140","69","39","546"
"Jarvis Varnado","2014","TOT","24","0","339","36","60","0","0","63","13","10","29","99"
"Jarvis Varnado","2014","CHI","1","0","2","0","0","0","0","0","0","0","0","0"
"Jarvis Varnado","2014","PHI","23","0","337","36","60","0","0","63","13","10","29","99"
"Greivis Vasquez","2014","TOT","79","23","1779","277","658","109","289","173","323","31","5","758"
"Greivis Vasquez","2014","SAC","18","18","465","65","150","16","50","34","95","6","1","176"
"Greivis Vasquez","2014","TOR","61","5","1314","212","508","93","239","139","228","25","4","582"
"Jan Vesely","2014","TOT","54","1","776","89","173","0","0","191","21","53","35","197"
"Jan Vesely","2014","WAS","33","1","470","48","92","0","0","113","10","26","19","104"
"Jan Vesely","2014","DEN","21","0","306","41","81","0","0","78","11","27","16","93"
"Charlie Villanueva","2014","DET","20","0","180","35","92","14","56","34","6","4","5","92"
"Nikola Vucevic","2014","ORL","57","57","1812","353","696","0","0","626","104","60","47","811"
"Sasha Vujacic","2014","LAC","2","0","10","2","5","1","2","3","0","1","0","5"
"Dwyane Wade","2014","MIA","54","53","1775","415","761","9","32","241","252","79","29","1028"
"Dion Waiters","2014","CLE","70","24","2072","430","993","92","250","195","209","63","17","1113"
"Kemba Walker","2014","CHA","73","73","2614","449","1143","109","327","306","447","86","32","1289"
"John Wall","2014","WAS","82","82","2980","579","1337","108","308","333","721","149","40","1583"
"Gerald Wallace","2014","BOS","58","16","1416","116","230","19","64","212","143","73","14","298"
"Casper Ware","2014","PHI","9","0","116","18","42","7","21","9","10","8","0","48"
"C.J. Watson","2014","IND","63","5","1193","146","334","53","145","101","107","60","8","414"
"Earl Watson","2014","POR","24","0","161","3","11","2","7","15","28","5","1","12"
"Maalik Wayns","2014","LAC","2","0","9","1","2","0","0","2","2","2","0","2"
"Martell Webster","2014","WAS","78","13","2157","254","587","146","372","222","97","41","15","759"
"David West","2014","IND","80","80","2472","458","939","4","15","542","223","61","74","1118"
"Russell Westbrook","2014","OKC","46","46","1412","346","791","68","214","263","319","88","7","1002"
"D.J. White","2014","CHA","2","0","10","0","1","0","0","2","0","1","0","0"
"Royce White","2014","SAC","3","0","9","0","1","0","0","0","0","0","0","0"
"Deron Williams","2014","BRK","64","58","2059","322","716","98","268","168","392","93","13","915"
"Derrick Williams","2014","TOT","78","15","1820","206","482","26","99","323","56","48","20","624"
"Derrick Williams","2014","MIN","11","0","162","19","54","2","15","26","1","4","4","54"
"Derrick Williams","2014","SAC","67","15","1658","187","428","24","84","297","55","44","16","570"
"Elliot Williams","2014","PHI","67","2","1157","140","337","37","125","130","72","35","3","404"
"Lou Williams","2014","ATL","60","7","1445","197","493","79","231","124","210","45","4","625"
"Marvin Williams","2014","UTA","66","50","1674","231","526","84","234","334","78","54","31","603"
"Mo Williams","2014","POR","74","0","1834","280","672","83","225","153","321","55","10","721"
"Reggie Williams","2014","OKC","3","0","17","5","9","1","3","0","1","1","0","11"
"Shawne Williams","2014","LAL","36","13","751","73","192","42","129","167","30","19","30","202"
"Jeff Withey","2014","NOP","58","4","684","69","129","0","1","150","26","15","50","190"
"Nate Wolters","2014","MIL","58","31","1309","170","389","18","62","149","187","35","15","417"
"Metta World","2014","NYK","29","1","388","56","141","17","54","59","17","24","8","139"
"Brandan Wright","2014","DAL","58","0","1077","224","331","0","0","244","31","32","55","525"
"Chris Wright","2014","MIL","8","0","126","21","35","0","1","20","5","7","5","48"
"Dorell Wright","2014","POR","68","13","984","111","297","69","202","191","64","23","16","343"
"Tony Wroten","2014","PHI","72","16","1765","345","808","40","188","228","217","78","16","939"
"Nick Young","2014","LAL","64","9","1810","387","889","135","350","166","95","46","12","1144"
"Thaddeus Young","2014","PHI","79","78","2718","582","1283","90","292","476","182","167","36","1417"
"Cody Zeller","2014","CHA","82","3","1416","172","404","0","1","353","92","40","41","490"
"Tyler Zeller","2014","CLE","70","9","1049","156","290","0","1","282","36","18","38","399"
"Quincy Acy","2013","TOR","29","0","342","42","75","1","2","77","11","13","15","116"
"Jeff Adrien","2013","CHA","52","5","713","72","168","0","2","196","36","18","27","209"
"Arron Afflalo","2013","ORL","64","64","2307","397","905","72","240","239","206","40","11","1057"
"Josh Akognon","2013","DAL","3","0","9","2","4","1","2","1","1","0","0","5"
"Cole Aldrich","2013","TOT","45","0","388","44","80","0","0","120","9","5","23","100"
"Cole Aldrich","2013","HOU","30","0","213","23","43","0","0","57","6","3","9","50"
"Cole Aldrich","2013","SAC","15","0","175","21","37","0","0","63","3","2","14","50"
"LaMarcus Aldridge","2013","POR","74","74","2790","638","1318","2","14","670","192","62","91","1560"
"Lavoy Allen","2013","PHI","79","37","1669","206","454","0","1","395","73","24","55","455"
"Ray Allen","2013","MIA","79","0","2035","292","651","139","332","217","135","67","15","863"
"Tony Allen","2013","MEM","79","79","2109","284","638","3","24","363","98","119","44","705"
"Al-Farouq Aminu","2013","NOH","76","71","2066","225","474","4","19","585","103","92","51","555"
"Lou Amundson","2013","TOT","39","0","372","32","81","0","0","106","11","16","12","76"
"Lou Amundson","2013","MIN","20","0","161","14","38","0","0","47","3","7","6","32"
"Lou Amundson","2013","CHI","1","0","2","0","1","0","0","1","0","0","0","0"
"Lou Amundson","2013","NOH","18","0","209","18","42","0","0","58","8","9","6","44"
"Chris Andersen","2013","MIA","42","0","624","71","123","2","3","172","17","16","44","207"
"Alan Anderson","2013","TOR","65","2","1495","236","616","95","285","148","103","48","7","693"
"James Anderson","2013","TOT","39","2","401","52","126","21","60","72","42","15","5","149"
"James Anderson","2013","SAS","10","0","94","11","25","5","11","14","9","3","2","34"
"James Anderson","2013","HOU","29","2","307","41","101","16","49","58","33","12","3","115"
"Ryan Anderson","2013","NOH","81","22","2503","472","1115","213","557","519","97","42","31","1309"
"Carmelo Anthony","2013","NYK","67","67","2482","669","1489","157","414","460","171","52","32","1920"
"Joel Anthony","2013","MIA","62","3","566","35","68","0","0","115","13","13","42","87"
